_id,Recipe_id,Calories,cook_time,prep_time,servings,Recipe_title,total_time,Region,Sub_region,Continent,Source,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g),Utensils,Processes,vegan,pescetarian,ovo_vegetarian,lacto_vegetarian,ovo_lacto_vegetarian
64057221a13d0d2d35891151,3610,294.0,35,10,4,Easy Shakshuka,45,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,37.0247,568.2143,29.0381,34.095,skillet||bowl||plate,heat||heat||stir||cook||stir||add||stir||simmer||cook||dry||add||remove||place||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589115f,3624,245.0,0,25,10,Vegan-Friendly Falafel,0,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,308.6069,5793.1054,96.404,478.1635,pot||bowl||processor||cup||bowl||bowl||bowl||bowl,rinse||place||cover||place||cover||process||pour||add||process||add||process||cover||refrigerate||stir||pour||heat||heat||cook||remove||drain||cook,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589116b,3636,204.0,20,10,4,Eggs with Tomatoes,30,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,68.0682,669.212,42.7452,30.5647,skillet,heat||heat||stir||mix||season||cover||cook||cover,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891177,3648,285.0,35,10,4,Armenian Lentils,48,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,71.8907,749.6838,22.1937,46.0031,skillet||pan,heat||heat||cook||stir||caramelized||set||boil||heat||add||boil||simmer||stir||simmer||stir||remove||heat||cover||divide,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891178,3649,308.0,5,10,8,Robin's Best Ever Hummus,15,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,207.0252,1892.9953,70.1826,93.9653,bowl||processor||dish||tablespoon||oven||oven,mash||place||cover||process||smooth||drizzle||preheat||brush||cut||season||bake||cool,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589117f,3656,21.0,0,10,1,Armenian Jajukh,10,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,8.1257,33.8083,1.4674,0.2413,bowl,mix||mix||add||mix,1.0,1.0,0.0,0.0,0.0
64057221a13d0d2d35891180,3657,371.0,70,15,6,Mujaddara Arabic Lentil Rice,85,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,182.5196,1543.1345,24.7461,84.7263,pot||pot||skillet,combine||heat||simmer||cook||stir||cover||heat||heat||cook||spread||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891182,3659,296.0,0,10,8,Tofu Hummus,10,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,201.38,1593.5033,69.9956,62.6367,processor,place||blend||smooth||chill||serve,1.0,1.0,0.0,0.0,0.0
64057221a13d0d2d35891183,3660,125.0,7,10,24,Pita Chips,17,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,1.0417,959.1301,0.2726,108.0637,oven||sheet||bowl||oven,preheat||cut||place||brush||bake,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891185,3662,130.0,10,5,7,Baba Ghanoush with Yogurt,15,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,32.7986,631.35,19.7697,50.4245,knife||sheet||oven||bowl||bowl,wash||pierce||place||peel||put||stir||mix||smooth||stir||taste||transfer||stir||refrigerate||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891189,3666,526.0,25,5,2,Make-Believe Middle Eastern Chicken,30,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,35.1886,631.6755,10.5541,53.5521,skillet||skillet,heat||cook||add||simmer||smooth||boil||stir||simmer||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589118a,3667,203.0,35,10,12,Lebanese Restaurant Rice Pilaf,55,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,3.9285,683.084,2.6715,74.8,bowl||skillet||skillet||skillet,soak||heat||heat||cook||stir||add||cook||stir||season||stir||boil||cover||heat||simmer||heat||heat||cook||stir||add||stir||mix,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891195,3678,274.0,0,15,2,Easy Fava Bean Salad,15,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,144.6173,827.5455,61.1329,3.8493,bowl,mash||add||mix,1.0,1.0,0.0,0.0,0.0
64057221a13d0d2d35891197,3680,194.0,50,30,36,Easy Baklava,80,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,448.1897,3909.532,70.643,223.4317,oven||dish||dish||knife||oven||saucepan||oven,preheat||unroll||cut||cover||place||brush||sprinkle||bake||boil||stir||heat||simmer||remove||cool||uncovered,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911a0,3689,194.0,60,10,6,Lamb and Bulgur Soup (Shorba Freek),70,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,148.3114,1878.16,102.0703,99.8348,pot||processor||spoon||pot,heat||heat||add||season||cook||stirring||boil||simmer||pour||puree||smooth||remove||remove||remove||add||simmer||transfer,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911a2,3691,184.0,20,30,8,Pita Bread,50,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,8.0174,150.126,0.0259,13.5152,bowl||oven||skillet||pan,dissolve||combine||stir||knead||dry||add||dry||add||cut||shape||roll||cook||bake||preheat||toss||cook||fry||heat||heat||smoking||cook||put,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911a8,3697,247.0,30,25,4,Spicy Crab Curry - Bangla Style,115,Indian Subcontinent,Bangladeshi,Asian,AllRecipes,73.0541,467.33,11.3443,18.5846,bowl,rub||combine||stand||heat||heat||add||stir||remove||set||add||cook||stir||raise||add||cook||stirring||add||stir||stir||add||cook||stir||heat||reduce||add||stir||combine||add||pour||cover||boil||stir||taste||cover||heat||simmer||remove||stir||simmer||squeeze||garnish,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911a9,3698,367.0,20,10,4,Machhere Jhol (Bengali Fish Curry),30,Indian Subcontinent,Bangladeshi,Asian,AllRecipes,23.4109,1044.558,184.9341,20.5982,saucepan||skillet||skillet||saucepan||skillet||saucepan,boil||heat||simmer||heat||heat||cook||transfer||heat||heat||stir||simmer||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891153,3612,526.0,20,20,6,Colossal American Falafel,40,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,421.8269,3659.7156,160.1017,158.5344,bowl||skillet||disc,place||puree||smooth||transfer||stir||stir||heat||heat||cook||transfer,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911aa,3699,671.0,30,25,2,Egg and Potato Curry,55,Indian Subcontinent,Bangladeshi,Asian,AllRecipes,62.6162,1055.9307,48.2127,72.3123,skillet||pan||bowl||processor||skillet||skillet,heat||heat||stir||cook||stir||reduce||heat||stirring||remove||heat||set||transfer||grind||heat||heat||add||cook||stir||stir||cook||stir||boil||add||stir||reduce||heat||simmer||remove||heat||garnish,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911b0,3705,542.0,45,15,6,Shelly's Meat Curry,60,Indian Subcontinent,Bangladeshi,Asian,AllRecipes,19.2274,1511.7075,159.926,92.5937,pot||saucepan||saucepan||saucepan||saucepan,boil||reduce||heat||cover||simmer||heat||heat||cook||season||place||pour||boil||mix||simmer||stir||add||cover||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911b1,3706,338.0,35,20,4,Indian Fish Curry,85,Indian Subcontinent,Bangladeshi,Asian,AllRecipes,39.1711,2049.5843,365.2064,39.949,tablespoon||bowl||processor||oven||skillet||dish||oven||fork,mix||add||coat||marinate||combine||preheat||heat||heat||stir||cook||stir||add||cook||stir||stir||arrange||top||cover||bake||garnish,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891155,3614,479.0,65,20,6,Ground Beef and Tahini,85,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,121.4336,2240.8854,132.0011,146.9088,oven||bowl||bowl||oven||bowl,preheat||mix||mix||add||mix||spread||arrange||season||season||bake||stir||smooth||smooth||pour,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911bb,3716,231.0,0,15,6,Vietnamese Chicken Cabbage Salad,255,Southeast Asian,Vietnamese,Asian,AllRecipes,33.0448,615.425,3.6801,54.4298,bowl,toss||season||add||cover||refrigerate,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891159,3618,57.0,0,15,10,Black Bean Hummus with Tahini,75,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,200.9935,1519.7366,75.984,51.5058,bowl||processor,combine||blend||smooth||chill||drizzle||garnish,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589115a,3619,114.0,30,30,8,North African Sweet Potato Burgers,60,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,81.2561,783.7185,27.6354,43.9983,oven||sheet||bowl||sheet||oven,preheat||grease||place||mix||bake||flip||bake,1.0,1.0,0.0,0.0,0.0
64057221a13d0d2d358911c1,3722,376.0,20,10,4,Thit Bo Xao Dau,30,Southeast Asian,Vietnamese,Asian,AllRecipes,25.9392,996.376,111.7363,49.7924,bowl||bowl,add||mix||heat||add||cook||stir||transfer||set||heat||add||cook||stir||mix||add||cover||heat||simmer||stir||cook||stirring,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911c2,3723,716.0,30,15,4,Vietnamese Golden Chicken Wings,165,Southeast Asian,Vietnamese,Asian,AllRecipes,35.8261,10804.877,962.0356,727.3327,bowl||oven||dish||dish||oven,place||season||cover||refrigerate||preheat||remove||marinade||arrange||bake,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891163,3628,239.0,0,20,4,Fava Bean Salad,20,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,154.2801,1236.4599,63.679,45.344,bowl,combine||toss||season||taste,1.0,1.0,0.0,0.0,0.0
64057221a13d0d2d3589116c,3637,509.0,40,15,4,Bulgur Pilaf with Lamb,55,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,300.836,2434.956,129.053,91.1285,skillet,heat||heat||cook||stir||cook||stir||season||boil||heat||simmer,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911c5,3726,187.0,5,20,8,Vietnamese Salad Rolls,25,Southeast Asian,Vietnamese,Asian,AllRecipes,71.9397,501.7933,36.9551,7.0281,saucepan||bowl||bowl,boil||remove||heat||place||remove||heat||drain||rinse||place||mix||heat||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911c8,3729,137.0,20,60,16,Lemon Grass and Chicken Summer Rolls,200,Southeast Asian,Vietnamese,Asian,AllRecipes,33.5439,2314.9894,213.1419,147.2937,pot||bowl||bowl||pan,boil||season||cook||transfer||cool||shred||combine||whisk||add||mix||dip||spread||place||spread||fold||cut||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891170,3641,616.0,25,30,2,"Chicken Breasts in a Date, Caper, and Mascarpone Sauce with Couscous",55,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,409.7059,1789.4852,27.3741,20.8821,saucepan||fork||skillet||platter,preheat||heat||cut||set||boil||heat||remove||heat||stir||cover||stand||melt||heat||stir||stir||heat||stir||cream||stirring||cream||simmer||place||sprinkle||arrange||cover||sprinkle||drizzle||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911c9,3730,82.0,5,45,8,Vietnamese Fresh Spring Rolls,50,Southeast Asian,Vietnamese,Asian,AllRecipes,97.307,496.1271,18.5009,4.6445,saucepan||bowl||bowl||bowl,boil||boil||drain||place||fold||roll||mix||mix||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911ce,3735,32.0,0,5,6,Nuoc Cham Sauce,5,Southeast Asian,Vietnamese,Asian,AllRecipes,44.9438,187.9885,4.1518,0.0584,bowl,mix||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911d5,3742,308.0,10,10,4,Vietnamese Grilled Lemongrass Chicken,40,Southeast Asian,Vietnamese,Asian,AllRecipes,14.8981,3279.537,66.6793,328.6684,bowl,mix||add||coat||marinate||preheat||remove||remove,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911d7,3744,288.0,130,10,8,Vietnamese Pork and Five Spice,140,Southeast Asian,Vietnamese,Asian,AllRecipes,23.3434,4865.717,315.8717,380.6998,pot||fork,season||heat||heat||cook||stir||reduce||heat||cook||simmer||stirring,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911dc,3749,813.0,25,15,4,Vietnamese Lemon Grass Chicken Curry,40,Southeast Asian,Vietnamese,Asian,AllRecipes,13.6227,303.5684,2.3287,28.5417,skillet||skillet||tablespoon||bowl||skillet,heat||heat||stir||place||cook||stir||stir||heat||boil||reduce||heat||simmer||mix||smooth||stir||simmer||garnish,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911e3,3756,36.0,5,5,10,Nuoc Cham (Vietnamese Spicy Dipping Sauce),70,Southeast Asian,Vietnamese,Asian,AllRecipes,62.7706,258.94,5.0015,0.2436,saucepan,stir||remove||heat||set||cool||stir,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911e6,3759,659.0,25,35,2,Vermicelli Noodle Bowl,60,Southeast Asian,Vietnamese,Asian,AllRecipes,46.7096,447.5255,21.8245,21.042,bowl||skillet||pot||bowl||bowl||bowl,whisk||heat||heat||add||cook||stir||preheat||boil||add||cook||drain||stirring||top||serve,0.0,1.0,0.0,0.0,0.0
64057221a13d0d2d358911e9,3762,149.0,0,10,2,Dragon Fruit Shake,10,Southeast Asian,Vietnamese,Asian,AllRecipes,56.3177,451.9604,7.1578,22.3763,,cut||set||place||puree||smooth||stir||garnish||serve,1.0,1.0,0.0,0.0,0.0
64057221a13d0d2d358911ea,3763,303.0,0,30,4,Vietnamese Chicken Salad,30,Southeast Asian,Vietnamese,Asian,AllRecipes,45.7669,664.7015,15.5726,51.7117,bowl,stir||place||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911ec,3765,258.0,15,30,4,Vietnamese Beef Noodle Soup,45,Southeast Asian,Vietnamese,Asian,AllRecipes,111.2141,899.9091,84.7223,10.9854,pot||saucepan||bowl,soak||drain||boil||add||boil||overcook||drain||rinse||boil||simmer||place||place||ladle||garnish||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911ee,3767,231.0,15,15,6,Pho Ga Soup,30,Southeast Asian,Vietnamese,Asian,AllRecipes,23.3461,1816.0983,195.4454,101.158,saucepan,heat||heat||add||boil||reduce||heat||mix||simmer||transfer||top,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d358911f2,3771,755.0,135,15,4,Day After Thanksgiving Turkey Pho,150,Southeast Asian,Vietnamese,Asian,AllRecipes,15.9072,86.566,5.5565,1.5755,skillet||skillet||pot||pot||bowl,toast||heat||place||sear||place||boil||simmer||simmer||boil||heat||stir||boil||cook||stirring||drain||remove||strain||remove||season||divide||scatter||ladle||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891204,3789,127.0,0,30,3,Fresh Israeli Salad,50,Middle Eastern,Israeli,Asian,AllRecipes,43.105,194.3762,9.9022,1.5137,bowl,blend,1.0,1.0,0.0,0.0,0.0
64057221a13d0d2d35891208,3793,86.0,0,15,25,Israeli Stuffed Dates,75,Middle Eastern,Israeli,Asian,AllRecipes,109.6103,1404.714,18.0003,99.6587,bowl||sheet,place||heat||stirring||stir||smooth||stuff||place||drizzle||sprinkle||place,1.0,1.0,0.0,0.0,0.0
64057221a13d0d2d35891215,3806,376.0,20,30,8,Lamb Shawarma,770,Middle Eastern,Lebanese,Asian,AllRecipes,24.9652,5960.3771,388.2001,478.9304,bowl||bowl||skillet,place||whisk||mix||coat||cover||heat||heat||cook,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589121d,3814,75.0,0,10,12,Labneh (Lebanese Yogurt),10,Middle Eastern,Lebanese,Asian,AllRecipes,4.1206,22.638,1.2422,1.0012,bowl,mix||cover,0.0,0.0,0.0,1.0,0.0
64057221a13d0d2d35891220,3817,330.0,30,20,6,Lebanese Stuffed Zucchini (Coosa_Koosa),50,Middle Eastern,Lebanese,Asian,AllRecipes,200.2316,1491.9227,120.2726,19.8175,bowl||pot,scoop||mix||place||add||place||boil||cook||simmer,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891221,3818,235.0,5,15,4,Authentic Lebanese Fattoush,20,Middle Eastern,Lebanese,Asian,AllRecipes,48.2075,221.9453,9.4401,2.9321,saucepan||bowl,mix||remove||heat||mix||refrigerate||toss,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891223,3820,182.0,5,35,8,Lebanese-Style Tabouli,120,Middle Eastern,Lebanese,Asian,AllRecipes,108.7993,1425.4618,16.8811,110.9675,saucepan||bowl,boil||heat||remove||heat||stir||cover||scrape||stir||stir,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891225,3822,273.0,40,30,6,Babi's Bean Salad,910,Middle Eastern,Lebanese,Asian,AllRecipes,35.5443,634.6955,4.8355,55.2328,saucepan||bowl||saucepan,place||cover||boil||reduce||heat||simmer||cool||place||add||blend||dressing||blend||transfer||simmer||remove||heat||cool||refrigerate,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891226,3823,123.0,0,15,32,Thick-Style Lebanese Garlic Sauce,15,Middle Eastern,Lebanese,Asian,AllRecipes,8.418,3815.44,0.427,434.2928,jar||mixer,place||submerge||mix||combine,1.0,1.0,0.0,0.0,0.0
64057221a13d0d2d35891229,3826,92.0,1Day		#,5,32,Labneh (Lebanese Cream Cheese),1Day5,Middle Eastern,Lebanese,Asian,AllRecipes,182.672,2868.56,136.024,181.4,bowl||bowl||container,stir||pour||transfer||stir,0.0,0.0,0.0,1.0,0.0
64057221a13d0d2d3589122a,3827,439.0,30,10,4,Kibby (Kibby-Bel-Saneeya),65,Middle Eastern,Lebanese,Asian,AllRecipes,20.3478,1469.244,100.8233,111.1988,bowl||oven||dish||bowl||dish||oven||oven,soak||drain||squeeze||preheat||grease||mix||spread||bake||broil,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891230,3833,105.0,0,0,80,Arabic Cookies,0,Middle Eastern,Lebanese,Asian,AllRecipes,726.4956,5941.236,110.456,373.4248,fork,cool||mix||add||flatten||place,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891234,3837,87.0,0,10,6,Toum,10,Middle Eastern,Lebanese,Asian,AllRecipes,4.318,488.7883,0.781,54.5722,,crush||mix||stir,1.0,1.0,0.0,0.0,0.0
64057221a13d0d2d35891236,3839,157.0,5,25,4,Arabic Fattoush Salad,30,Middle Eastern,Lebanese,Asian,AllRecipes,7.7965,155.153,2.4946,14.1509,skillet||skillet||bowl,heat||heat||place||fry||dry||combine||taste,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891247,3856,131.0,15,90,15,Jiddo's Fatayer Sabanegh (Spinach Triangles),105,Middle Eastern,Lebanese,Asian,AllRecipes,350.5262,1941.7068,90.2268,41.9774,bowl||bowl||pot||pot||oven,stir||set||stir||place||stir||knead||cover||set||rest||chop||boil||add||cook||drain||add||cook||stir||blend||place||place||stir||fold||bake||remove||cool,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891249,3858,301.0,15,20,6,Fried Cauliflower with Tahini Sauce,35,Middle Eastern,Lebanese,Asian,AllRecipes,27.3851,11754.688,14.956,1346.6064,bowl||plate,whisk||season||set||heat||fry||drain||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589124a,3859,192.0,0,0,6,Fattoush (Lebanese Salad),0,Middle Eastern,Lebanese,Asian,AllRecipes,40.2294,535.622,9.1919,42.1149,bowl||bowl||skillet,mix||place||whisk||dressing||place||heat||heat||cook||stir||remove||cool||mix||scatter,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891252,3867,312.0,60,30,12,Mocha Chiffon Cake,90,Southeast Asian,Filipino,Asian,AllRecipes,228.1845,1460.824,53.6828,38.876,oven||bowl||bowl||cup||pan||oven||pan||knife||platter,preheat||sift||pour||beat||beat||add||beat||whisk||shape||fold||pour||bake||cool||cool,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891254,3869,197.0,20,30,10,Palitaw (Sweet Rice Cakes),50,Southeast Asian,Filipino,Asian,AllRecipes,166.6349,1075.104,8.8924,46.1407,bowl||bowl||bowl||pot,mix||set||stir||toss||boil||roll||pull||drop||scoop||roll||place||top,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589125a,3875,227.0,60,5,12,Maja Blanca,125,Southeast Asian,Filipino,Asian,AllRecipes,191.8242,1769.4731,12.1154,114.8394,bowl||saucepan,boil||stir||separate||skim||reduce||heat||add||cook||stir||remove||heat||grease||heat||heat||stirring||cool||set||cover||slice||sprinkle,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589125b,3876,329.0,60,20,10,Cassava Cake,140,Southeast Asian,Filipino,Asian,AllRecipes,20.654,970.5862,20.7999,95.2911,oven||bowl||dish||oven||oven,preheat||stir||pour||bake||bake||cool,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589125e,3879,463.0,45,15,12,Biko,660,Southeast Asian,Filipino,Asian,AllRecipes,1178.71,5712.2529,58.9859,89.8511,oven||pan||saucepan||pan||saucepan||oven,soak||preheat||grease||cook||stirring||pour||stir||boil||bake||cool||cut||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891264,3885,596.0,48,40,6,Chicken Afritada (Filipino Stew),88,Southeast Asian,Filipino,Asian,AllRecipes,35.9779,273.942,4.834,14.4102,fork,heat||heat||add||cook||stir||add||cook||stir||stir||cook||separate||place||cook||stir||cover||boil||stir||simmer||mix||simmer||stir||simmer||season,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891266,3887,233.0,45,20,6,Abalos-Style Hamburger Soup (Picadillo Filipino),65,Southeast Asian,Filipino,Asian,AllRecipes,27.3134,1027.454,94.3761,58.396,pot||pan,heat||heat||cook||stir||cook||crumble||cook||add||reduce||heat||cover||simmer||stirring,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891267,3888,641.0,80,20,6,Caldereta (Filipino Beef and Chorizo Stew),100,Southeast Asian,Filipino,Asian,AllRecipes,106.2233,3522.2067,292.8127,213.839,skillet||pot||pot,combine||heat||cook||stir||remove||heat||heat||heat||cook||stir||add||simmer||stir||boil||reduce||heat||cover||simmer||stir||simmer||add,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589126f,3896,353.0,30,20,6,Guinataan Sitaw and Kalabasa (String Beans and Squash Stew),50,Southeast Asian,Filipino,Asian,AllRecipes,73.1514,1510.3471,65.9328,116.7232,bowl||pot,cut||whisk||boil||simmer||add||cover||dry||stir||add||heat||cover||cook||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891279,3906,725.0,35,15,5,Ham Hocks with Lima Beans,110,Southeast Asian,Filipino,Asian,AllRecipes,87.4449,404.8097,20.1135,2.3988,container||pot,place||cover||drain||boil||heat||add||boil||cook||boil||drain||rinse||combine||add||season||boil||simmer||add||cook,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891179,3650,96.0,20,30,6,Hamusta Soup,50,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,49.9697,217.037,8.6052,1.9262,pot,stir||boil||cook||simmer,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589117a,3651,192.0,50,20,10,Kefta,70,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,54.0613,2322.802,130.4813,176.6046,oven||bowl||dish||oven,preheat||mix||place||bake||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589117c,3653,16.0,30,20,64,Moutabel,50,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,66.5979,594.37,20.8472,34.4444,oven||sheet||sheet||oven||processor||processor||dish||fork,preheat||grease||place||bake||scoop||mix||transfer||garnish,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589117e,3655,528.0,90,40,8,Al Kabsa - Traditional Saudi Rice and Chicken,130,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,130.9021,1313.0858,24.0065,86.6819,bowl||pot||oven||pot||pot,mix||set||mix||melt||heat||stir||cook||stir||add||mix||stir||mix||cook||pour||add||boil||simmer||cover||simmer||stir||cover||simmer||dry||add||cover||cook||transfer||sprinkle,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891188,3665,323.0,30,20,12,Basboosa,50,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,299.9433,14000.964,40.7644,1432.6163,bowl||cup||saucepan||oven||pan||oven||oven||oven,mix||heat||stir||boil||boil||remove||heat||set||cool||preheat||spread||slice||bake||broil||broil||remove||pour||serve,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589118c,3669,167.0,15,15,8,Authentic Kicked-Up Syrian Hummus,30,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,226.7246,1843.2016,83.41,76.3738,oven||oven||oven||bowl||processor,preheat||place||drizzle||roast||remove||cool||combine||process,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589118e,3671,586.0,120,20,5,Lamb L'Arabique,140,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,227.0017,2365.186,251.3753,51.8198,skillet||skillet||dish||skillet||oven||skillet,heat||heat||saute||remove||saute||stir||season||mix||blend||heat||preheat||remove||transfer||cover,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891191,3674,544.0,55,15,8,Mensaf (Jordanian Lamb Stew),70,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,302.0375,4333.0827,183.7777,263.5717,cooker||cooker||cooker||pan||bowl||saucepan||skillet||pan||platter,place||heat||add||cook||remove||add||place||cover||place||pressure||heat||reduce||heat||cook||pressure||heat||remove||heat||remove||pour||set||boil||heat||stir||heat||cover||simmer||place||heat||stir||cook||stir||pour||pour||add||simmer||serve||place||drizzle||sprinkle,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d35891192,3675,130.0,20,15,24,Ghoraiybah,35,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,63.5407,24496.55,42.8516,2731.267,oven||bowl||sheet||oven,preheat||stir||smooth||stir||place||bake,0.0,0.0,0.0,1.0,0.0
64057221a13d0d2d35891199,3682,486.0,12,5,4,Carrot Recipe,17,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,341.9541,1616.6388,25.6153,24.7743,saucepan||skillet,heat||boil||cook||stir||simmer||dry||stir||remove||heat||melt||heat||stir||spread||sprinkle,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589119a,3683,301.0,15,15,5,Easiest Falafel,30,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,207.1634,1765.6258,71.2426,78.0684,cup||processor||plate||skillet,place||puree||blend||place||press||coat||heat||heat||pan-fry,0.0,0.0,0.0,0.0,0.0
64057221a13d0d2d3589119b,3684,203.0,15,20,4,No-Fuss Falafel,45,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,204.9846,4029.8478,64.7849,346.6086,processor||plate||saucepan||plate,place||flatten||place||heat||fry||drain,1.0,1.0,0.0,0.0,0.0
64057221a13d0d2d3589119c,3685,234.0,0,10,6,Tomato-Pesto Hummus,10,Middle Eastern,Rest Middle Eastern,Asian,AllRecipes,228.8592,1679.7748,81.1541,57.1562,processor,blend||add||blend||smooth,0.0,0.0,0.0,0.0,0.0
